kind,ref_idx,depth,objectRad,dist,center_frame,snr,duration,RickerDetector@MeanSubtract|T1|peak,RickerDetector@MeanSubtract|T1|frame,RickerDetector@MeanSubtract|joint|peak,RickerDetector@MeanSubtract|joint|frame,RickerDetector@MedianDivide|T1|peak,RickerDetector@MedianDivide|T1|frame,RickerDetector@MedianDivide|joint|peak,RickerDetector@MedianDivide|joint|frame,RickerDetector@HighPass|T1|peak,RickerDetector@HighPass|T1|frame,RickerDetector@HighPass|joint|peak,RickerDetector@HighPass|joint|frame,RickerDetector@Bandpass|T1|peak,RickerDetector@Bandpass|T1|frame,RickerDetector@Bandpass|joint|peak,RickerDetector@Bandpass|joint|frame,RickerDetector@Whiten|T1|peak,RickerDetector@Whiten|T1|frame,RickerDetector@Whiten|joint|peak,RickerDetector@Whiten|joint|frame,BoxDetector@MeanSubtract|T1|peak,BoxDetector@MeanSubtract|T1|frame,BoxDetector@MeanSubtract|joint|peak,BoxDetector@MeanSubtract|joint|frame,BoxDetector@MedianDivide|T1|peak,BoxDetector@MedianDivide|T1|frame,BoxDetector@MedianDivide|joint|peak,BoxDetector@MedianDivide|joint|frame,BoxDetector@HighPass|T1|peak,BoxDetector@HighPass|T1|frame,BoxDetector@HighPass|joint|peak,BoxDetector@HighPass|joint|frame,BoxDetector@Bandpass|T1|peak,BoxDetector@Bandpass|T1|frame,BoxDetector@Bandpass|joint|peak,BoxDetector@Bandpass|joint|frame,BoxDetector@Whiten|T1|peak,BoxDetector@Whiten|T1|frame,BoxDetector@Whiten|joint|peak,BoxDetector@Whiten|joint|frame,MultiWidthRickerDetector@MeanSubtract|T1|peak,MultiWidthRickerDetector@MeanSubtract|T1|frame,MultiWidthRickerDetector@MeanSubtract|joint|peak,MultiWidthRickerDetector@MeanSubtract|joint|frame,MultiWidthRickerDetector@MedianDivide|T1|peak,MultiWidthRickerDetector@MedianDivide|T1|frame,MultiWidthRickerDetector@MedianDivide|joint|peak,MultiWidthRickerDetector@MedianDivide|joint|frame,MultiWidthRickerDetector@HighPass|T1|peak,MultiWidthRickerDetector@HighPass|T1|frame,MultiWidthRickerDetector@HighPass|joint|peak,MultiWidthRickerDetector@HighPass|joint|frame,MultiWidthRickerDetector@Bandpass|T1|peak,MultiWidthRickerDetector@Bandpass|T1|frame,MultiWidthRickerDetector@Bandpass|joint|peak,MultiWidthRickerDetector@Bandpass|joint|frame,MultiWidthRickerDetector@Whiten|T1|peak,MultiWidthRickerDetector@Whiten|T1|frame,MultiWidthRickerDetector@Whiten|joint|peak,MultiWidthRickerDetector@Whiten|joint|frame,FresnelMatchedFilterDetector@MeanSubtract|T1|peak,FresnelMatchedFilterDetector@MeanSubtract|T1|frame,FresnelMatchedFilterDetector@MeanSubtract|joint|peak,FresnelMatchedFilterDetector@MeanSubtract|joint|frame,FresnelMatchedFilterDetector@MedianDivide|T1|peak,FresnelMatchedFilterDetector@MedianDivide|T1|frame,FresnelMatchedFilterDetector@MedianDivide|joint|peak,FresnelMatchedFilterDetector@MedianDivide|joint|frame,FresnelMatchedFilterDetector@HighPass|T1|peak,FresnelMatchedFilterDetector@HighPass|T1|frame,FresnelMatchedFilterDetector@HighPass|joint|peak,FresnelMatchedFilterDetector@HighPass|joint|frame,FresnelMatchedFilterDetector@Bandpass|T1|peak,FresnelMatchedFilterDetector@Bandpass|T1|frame,FresnelMatchedFilterDetector@Bandpass|joint|peak,FresnelMatchedFilterDetector@Bandpass|joint|frame,FresnelMatchedFilterDetector@Whiten|T1|peak,FresnelMatchedFilterDetector@Whiten|T1|frame,FresnelMatchedFilterDetector@Whiten|joint|peak,FresnelMatchedFilterDetector@Whiten|joint|frame,NormalizedSNRDetector@MeanSubtract|T1|peak,NormalizedSNRDetector@MeanSubtract|T1|frame,NormalizedSNRDetector@MeanSubtract|joint|peak,NormalizedSNRDetector@MeanSubtract|joint|frame,NormalizedSNRDetector@MedianDivide|T1|peak,NormalizedSNRDetector@MedianDivide|T1|frame,NormalizedSNRDetector@MedianDivide|joint|peak,NormalizedSNRDetector@MedianDivide|joint|frame,NormalizedSNRDetector@HighPass|T1|peak,NormalizedSNRDetector@HighPass|T1|frame,NormalizedSNRDetector@HighPass|joint|peak,NormalizedSNRDetector@HighPass|joint|frame,NormalizedSNRDetector@Bandpass|T1|peak,NormalizedSNRDetector@Bandpass|T1|frame,NormalizedSNRDetector@Bandpass|joint|peak,NormalizedSNRDetector@Bandpass|joint|frame,NormalizedSNRDetector@Whiten|T1|peak,NormalizedSNRDetector@Whiten|T1|frame,NormalizedSNRDetector@Whiten|joint|peak,NormalizedSNRDetector@Whiten|joint|frame
inject,218,0.6311436850858527,1149.6705942940632,40.20305127781788,779,4.682298113578102,32.0,5.755803646061961,779,5.755803646061961,779,5.800055078104868,779,5.800055078104868,779,6.334170000231056,779,6.334170000231056,779,6.079171837279681,779,6.079171837279681,779,0.5018812046478908,731,0.5018812046478908,731,6.253750267254905,780,6.253750267254905,780,6.4612956450291925,780,6.4612956450291925,780,5.862201231335869,780,5.862201231335869,780,5.490747093041925,780,5.490747093041925,780,0.5931686914142443,774,0.5931686914142443,774,5.755803646061961,779,5.755803646061961,779,5.800055078104868,779,5.800055078104868,779,6.334170000231056,779,6.334170000231056,779,6.144895202564731,780,6.144895202564731,780,0.5203225073830328,2007,0.5203225073830328,2007,5.984008581457531,780,5.984008581457531,780,6.179479893530589,780,6.179479893530589,780,5.674352728399391,780,5.674352728399391,780,5.655340837290229,234,5.655340837290229,234,0.5383993866674751,748,0.5383993866674751,748,3.393692721812208,2015,3.393692721812208,2015,3.421556734911623,2015,3.421556734911623,2015,3.6901419396116983,2015,3.6901419396116983,2015,3.1180959041158998,799,3.1180959041158998,799,0.5209144972528051,2015,0.5209144972528051,2015
inject,699,0.1265522799018256,881.7449937558486,38.515319663890025,1506,4.2065481697446705,32.0,5.627448562060865,1570,5.627448562060865,1570,5.236703471707501,1570,5.236703471707501,1570,6.384976038364413,1570,6.384976038364413,1570,6.035075891799541,1570,6.035075891799541,1570,0.5262694026951054,1522,0.5262694026951054,1522,4.645244422946691,1570,4.645244422946691,1570,4.628072868318234,398,4.628072868318234,398,5.306042956005216,1570,5.306042956005216,1570,5.406420093946463,1570,5.406420093946463,1570,0.42162228211857466,1564,0.42162228211857466,1564,5.670333533562281,1570,5.670333533562281,1570,5.521177602080689,2201,5.521177602080689,2201,6.384976038364413,1570,6.384976038364413,1570,6.267004087995209,1570,6.267004087995209,1570,0.5340867075637339,1530,0.5340867075637339,1530,5.901414422202016,1111,5.901414422202016,1111,5.919186325000402,392,5.919186325000402,392,5.674721514496013,1570,5.674721514496013,1570,5.7604331059671665,1570,5.7604331059671665,1570,0.6198520613503219,1651,0.6198520613503219,1651,3.2777100014554383,1682,3.2777100014554383,1682,3.074910026949709,1682,3.074910026949709,1682,3.1420819993774933,1981,3.1420819993774933,1981,3.463271331732372,2142,3.463271331732372,2142,0.4171013257835493,1679,0.4171013257835493,1679
inject,400,0.1657661005618224,449.6996626591981,36.30369843680565,373,4.635408566977934,32.0,5.067719402048534,1105,5.067719402048534,1105,4.951420366555511,1105,4.951420366555511,1105,5.5379863345700695,1105,5.5379863345700695,1105,4.744058124354022,1105,4.744058124354022,1105,0.43797194974766374,1057,0.43797194974766374,1057,4.414555859331438,1583,4.414555859331438,1583,4.6546475781073555,2229,4.6546475781073555,2229,4.394948068277423,1105,4.394948068277423,1105,4.723765260198918,282,4.723765260198918,282,0.4169847223266894,277,0.4169847223266894,277,5.259098982082299,1105,5.259098982082299,1105,5.417035336689668,2024,5.417035336689668,2024,5.676030922309253,1105,5.676030922309253,1105,5.438456694998549,282,5.438456694998549,282,0.47430048195808017,250,0.47430048195808017,250,5.082795480305176,2229,5.082795480305176,2229,5.600526145815325,2229,5.600526145815325,2229,4.638617528965627,1105,4.638617528965627,1105,5.126980442677276,282,5.126980442677276,282,0.5426805866491939,2216,0.5426805866491939,2216,3.236047093301773,518,3.236047093301773,518,3.310443788677886,2226,3.310443788677886,2226,2.9804765562208937,518,2.9804765562208937,518,3.0275735744126924,1004,3.0275735744126924,1004,0.4399507762760145,2299,0.4399507762760145,2299
inject,693,0.13784363568243096,1384.8871360296016,39.99215456700679,1238,1.9566166247030565,32.0,3.807254749579876,1821,3.807254749579876,1821,4.284522945737215,1821,4.284522945737215,1821,3.8671933417967357,1821,3.8671933417967357,1821,3.719305147143793,2203,3.719305147143793,2203,0.3883050399444772,1588,0.3883050399444772,1588,4.283254658336011,1049,4.283254658336011,1049,4.297088149375422,395,4.297088149375422,395,3.4136649393824197,1820,3.4136649393824197,1820,3.4968201201361206,1420,3.4968201201361206,1420,0.4061044088382901,1043,0.4061044088382901,1043,4.329063958061729,2363,4.329063958061729,2363,4.544481466016508,1821,4.544481466016508,1821,4.590937097589808,2363,4.590937097589808,2363,5.333443219899195,2363,5.333443219899195,2363,0.5509229671389543,2347,0.5509229671389543,2347,5.106717136571396,2363,5.106717136571396,2363,4.9890216690072835,1992,4.9890216690072835,1992,5.3629997096389275,2363,5.3629997096389275,2363,6.035002055324772,2363,6.035002055324772,2363,0.6885392752636137,2331,0.6885392752636137,2331,3.5370530134303757,2122,3.5370530134303757,2122,3.393107507034814,2122,3.393107507034814,2122,3.571150820250618,2122,3.571150820250618,2122,3.4430615313465047,2363,3.4430615313465047,2363,0.48441117192393524,2122,0.48441117192393524,2122
inject,221,0.24386528304832822,1315.6102219959075,35.83793895872019,630,1.6277074385655963,32.0,4.980309764052915,983,4.980309764052915,983,4.571286591001696,983,4.571286591001696,983,5.397581696095367,982,5.397581696095367,982,5.92540624435077,982,5.92540624435077,982,0.4988086048542827,935,0.4988086048542827,935,4.8653908811679205,983,4.8653908811679205,983,5.199248682151537,1812,5.199248682151537,1812,5.4445415670073,983,5.4445415670073,983,5.940901803352138,983,5.940901803352138,983,0.47984128972137585,977,0.47984128972137585,977,6.2362014600953,982,6.2362014600953,982,5.702954696613924,982,5.702954696613924,982,6.4605458328606575,982,6.4605458328606575,982,7.542782373402405,982,7.542782373402405,982,0.6266219366699693,950,0.6266219366699693,950,5.314477341610639,965,5.314477341610639,965,5.804290790856644,965,5.804290790856644,965,5.4489194710718305,983,5.4489194710718305,983,6.214918799346578,983,6.214918799346578,983,0.47660439680300026,2208,0.47660439680300026,2208,2.980927059461018,1186,2.980927059461018,1186,3.201355828105772,1186,3.201355828105772,1186,3.040099524105314,26,3.040099524105314,26,3.1390817562114774,26,3.1390817562114774,26,0.41543306471230235,922,0.41543306471230235,922
inject,258,0.316707875984499,539.1290772311528,40.44421928844997,285,8.54845663160048,32.0,5.0770976904650595,1536,5.0770976904650595,1536,5.296430299954077,1536,5.296430299954077,1536,5.147708138427793,1536,5.147708138427793,1536,4.581187947401782,2193,4.581187947401782,2193,0.4565219023029887,1488,0.4565219023029887,1488,5.170045548585586,1536,5.170045548585586,1536,5.666823359248516,1536,5.666823359248516,1536,4.43685238906554,286,4.43685238906554,286,4.261177587121907,286,4.261177587121907,286,0.4796640341781165,280,0.4796640341781165,280,5.992517759589103,1532,5.992517759589103,1532,6.278997978674932,1532,6.278997978674932,1532,5.147830421959135,1774,5.147830421959135,1774,5.824870842626726,1774,5.824870842626726,1774,0.5553963926337852,1758,0.5553963926337852,1758,6.252742091495811,1535,6.252742091495811,1535,6.927112641377411,1535,6.927112641377411,1535,5.316345993594698,1774,5.316345993594698,1774,5.6671997819221245,1774,5.6671997819221245,1774,0.5682018046610722,1742,0.5682018046610722,1742,3.992311920038288,1773,3.992311920038288,1773,4.259660500837032,1773,4.259660500837032,1773,4.206429063508546,884,4.206429063508546,884,4.467332640279642,1774,4.467332640279642,1774,0.5448369222964572,884,0.5448369222964572,884
inject,1073,0.8252929019189328,1392.4272413063418,39.109394876873296,861,7.677330831361472,32.0,8.492988845062555,861,8.492988845062555,861,10.213988814230687,860,10.213988814230687,860,8.779992174598728,860,8.779992174598728,860,8.387252803110117,861,8.387252803110117,861,0.7661488591989772,813,0.7661488591989772,813,11.191154461292943,861,11.191154461292943,861,13.990456836690056,861,13.990456836690056,861,10.105348951838948,861,10.105348951838948,861,10.00866990890043,861,10.00866990890043,861,1.0125950979088771,855,1.0125950979088771,855,10.65182276381612,861,10.65182276381612,861,12.709068536742816,861,12.709068536742816,861,11.001381638044224,861,11.001381638044224,861,12.294035308850317,861,12.294035308850317,861,0.9845636031579772,837,0.9845636031579772,837,11.562864433578307,861,11.562864433578307,861,14.364486443053355,861,14.364486443053355,861,10.643126742693086,861,10.643126742693086,861,10.769131386779604,861,10.769131386779604,861,1.0482540372504687,829,1.0482540372504687,829,5.70228474106823,860,5.70228474106823,860,7.055662496780227,860,7.055662496780227,860,5.2935401758758305,860,5.2935401758758305,860,5.559364106639188,861,5.559364106639188,861,0.5923670547213143,2377,0.5923670547213143,2377
inject,1006,0.3791526633705762,914.5794870949089,31.915529861974775,1405,1.7485547807564468,33.0,4.10424198151643,471,4.10424198151643,471,4.119961317660119,471,4.119961317660119,471,4.528647090593127,471,4.528647090593127,471,4.139725858787728,471,4.139725858787728,471,0.4276710935678899,423,0.4276710935678899,423,3.734298959465599,758,3.734298959465599,758,4.376468848539231,758,4.376468848539231,758,3.6589731832395493,472,3.6589731832395493,472,3.828190833100124,1314,3.828190833100124,1314,0.38227203169867324,417,0.38227203169867324,417,4.341232516209775,470,4.341232516209775,470,4.384685598847751,756,4.384685598847751,756,4.730693088914043,470,4.730693088914043,470,4.759274302044779,1313,4.759274302044779,1313,0.47432337189667856,2153,0.47432337189667856,2153,4.04204397609996,518,4.04204397609996,518,4.534792593878857,756,4.534792593878857,756,3.947658420387804,472,3.947658420387804,472,4.263654287775031,2259,4.263654287775031,2259,0.44628765538210013,2100,0.44628765538210013,2100,3.727359301260524,1842,3.727359301260524,1842,3.886089036246613,221,3.886089036246613,221,3.8623018362977866,2161,3.8623018362977866,2161,3.5991900107537758,2161,3.5991900107537758,2161,0.5039945184176085,1842,0.5039945184176085,1842
inject,1125,0.2940055365753288,541.9318316447245,33.493147453631416,2045,3.791285851571053,33.0,3.659055149129799,1321,3.659055149129799,1321,3.6351491453479943,1322,3.6351491453479943,1322,3.912392654700317,1322,3.912392654700317,1322,3.908142667648117,1322,3.908142667648117,1322,0.3550705721226623,1274,0.3550705721226623,1274,3.5669017257904385,1242,3.5669017257904385,1242,3.730398070852439,2044,3.730398070852439,2044,3.33048768795827,1242,3.33048768795827,1242,3.768037856910719,5,3.768037856910719,5,0.3939387922872799,1259,0.3939387922872799,1259,3.9026737079361213,494,3.9026737079361213,494,4.06953134967822,494,4.06953134967822,494,4.013685079413076,1960,4.013685079413076,1960,4.426958988497078,2196,4.426958988497078,2196,0.5081786363261577,1500,0.5081786363261577,1500,4.004760022550141,2052,4.004760022550141,2052,4.225923087355483,183,4.225923087355483,183,3.8221801442848333,1241,3.8221801442848333,1241,4.16585264142887,2195,4.16585264142887,2195,0.46402342860125334,1694,0.46402342860125334,1694,3.7261743473840765,1721,3.7261743473840765,1721,3.9983463179615737,1721,3.9983463179615737,1721,3.9112128882630794,1508,3.9112128882630794,1508,3.402837536032881,1508,3.402837536032881,1508,0.4892112696309734,1508,0.4892112696309734,1508
inject,626,0.11253746490600347,1204.7171749761378,44.573094733997735,2106,8.56551221570463,32.0,4.591575003270542,1496,4.591575003270542,1496,4.746002279084137,1496,4.746002279084137,1496,5.124819055581601,1495,5.124819055581601,1495,4.474956247178394,1495,4.474956247178394,1495,0.4203133548988138,1448,0.4203133548988138,1448,4.44410785675944,1611,4.44410785675944,1611,4.777611608499923,2092,4.777611608499923,2092,3.5720991641827085,697,3.5720991641827085,697,3.666700068471304,1588,3.666700068471304,1588,0.3897336017927867,2085,0.3897336017927867,2085,5.012738420488911,1496,5.012738420488911,1496,5.174711822108002,1496,5.174711822108002,1496,5.481177393534356,1496,5.481177393534356,1496,4.849846161602318,2302,4.849846161602318,2302,0.5519912001126346,1927,0.5519912001126346,1927,5.3119799861896615,1739,5.3119799861896615,1739,5.840842487233604,2099,5.840842487233604,2099,4.917613569927564,1482,4.917613569927564,1482,4.315439501736265,1482,4.315439501736265,1482,0.5023830868970671,1163,0.5023830868970671,1163,3.3721468647460817,69,3.3721468647460817,69,3.4381234464601667,69,3.4381234464601667,69,3.5370647524823275,69,3.5370647524823275,69,3.5108540856556387,1002,3.5108540856556387,1002,0.505166553453096,1041,0.505166553453096,1041
inject,482,0.6571904171273499,1984.7706036874563,34.8987415845808,2142,5.860146814390649,33.0,6.511158420293793,2142,6.511158420293793,2142,6.843644053150731,2142,6.843644053150731,2142,6.879261794510621,2142,6.879261794510621,2142,6.278981608717739,2142,6.278981608717739,2142,0.6890737189992523,2094,0.6890737189992523,2094,7.3535825159553205,2143,7.3535825159553205,2143,7.844915371125505,2143,7.844915371125505,2143,6.248116865166581,2143,6.248116865166581,2143,5.688838905932727,2142,5.688838905932727,2142,0.7357930270490103,2136,0.7357930270490103,2136,6.576806126597201,2142,6.576806126597201,2142,6.924267263721677,2142,6.924267263721677,2142,6.948972091702458,2142,6.948972091702458,2142,6.938321115195905,2142,6.938321115195905,2142,0.7029779513294155,2102,0.7029779513294155,2102,7.845102941482877,2142,7.845102941482877,2142,8.3714915764869,2142,8.3714915764869,2142,6.587593648019572,2142,6.587593648019572,2142,6.044631304501007,2142,6.044631304501007,2142,0.8035481803508338,2110,0.8035481803508338,2110,3.8023134988573792,2141,3.8023134988573792,2141,4.048645364442102,2141,4.048645364442102,2141,3.7426303585008114,671,3.7426303585008114,671,3.364642160660276,2141,3.364642160660276,2141,0.5037612616957835,671,0.5037612616957835,671
inject,685,0.1055770050414272,603.1279300440492,43.61486714699403,2069,1.5745288278321057,32.0,3.333178557148047,714,3.333178557148047,714,3.5806788397947438,714,3.5806788397947438,714,3.497356715819263,1848,3.497356715819263,1848,3.383209705370875,155,3.383209705370875,155,0.35085750752495515,107,0.35085750752495515,107,3.561009642793549,716,3.561009642793549,716,4.112218297601319,716,4.112218297601319,716,3.2204517814378266,1268,3.2204517814378266,1268,3.8203482805679783,2223,3.8203482805679783,2223,0.3716645285360495,1262,0.3716645285360495,1262,5.235786470015647,717,5.235786470015647,717,5.65637883823263,717,5.65637883823263,717,4.091754476717013,717,4.091754476717013,717,4.540827102399446,2222,4.540827102399446,2222,0.5354336873857068,1519,0.5354336873857068,1519,4.854628785599569,1917,4.854628785599569,1917,5.3868151782647775,1917,5.3868151782647775,1917,3.966560310735341,592,3.966560310735341,592,4.033974580406221,2223,4.033974580406221,2223,0.4547063015445349,560,0.4547063015445349,560,2.9146442410373705,1527,2.9146442410373705,1527,3.15885823471217,820,3.15885823471217,820,3.113740459765966,239,3.113740459765966,239,3.0803928675995165,1391,3.0803928675995165,1391,0.42831241652312235,1527,0.42831241652312235,1527
inject,753,0.7726253879899948,1588.5124422624524,30.560198830987854,1789,4.86182668962399,33.0,6.880264746718937,1789,6.880264746718937,1789,7.322953151264103,1789,7.322953151264103,1789,6.754078627378084,1789,6.754078627378084,1789,6.128835772167999,1789,6.128835772167999,1789,0.6172777308226075,1741,0.6172777308226075,1741,7.585022187949155,1790,7.585022187949155,1790,7.871066692321607,1790,7.871066692321607,1790,6.428185062024249,1790,6.428185062024249,1790,5.794112944962652,1790,5.794112944962652,1790,0.6222591905605988,1783,0.6222591905605988,1783,6.880264746718937,1789,6.880264746718937,1789,7.322953151264103,1789,7.322953151264103,1789,6.879026013401134,1789,6.879026013401134,1789,6.903363900868448,1789,6.903363900868448,1789,0.6181811067081476,1749,0.6181811067081476,1749,8.025617172763749,1790,8.025617172763749,1790,8.332985548266828,1790,8.332985548266828,1790,6.8415694252017065,1790,6.8415694252017065,1790,6.204063211951601,1790,6.204063211951601,1790,0.7032631191723647,1757,0.7032631191723647,1757,4.140460787580815,1789,4.140460787580815,1789,4.318248637539623,1789,4.318248637539623,1789,3.7379114307689583,1789,3.7379114307689583,1789,3.5110859613590453,1790,3.5110859613590453,1790,0.47329005327328877,739,0.47329005327328877,739
inject,1071,0.1291444029324501,692.0101374374549,35.152135685965554,1443,2.9652728043239582,33.0,4.1487107683505515,1623,4.1487107683505515,1623,3.897085617324459,1623,3.897085617324459,1623,4.682424793193625,1623,4.682424793193625,1623,5.080880655127838,1623,5.080880655127838,1623,0.38050513409085895,1575,0.38050513409085895,1575,3.1474671314185567,63,3.1474671314185567,63,3.166104215761658,63,3.166104215761658,63,3.4466934371667195,1390,3.4466934371667195,1390,3.5194998877985655,1390,3.5194998877985655,1390,0.3555191167027082,57,0.3555191167027082,57,4.2298927149734356,1623,4.2298927149734356,1623,4.027756176547879,906,4.027756176547879,906,4.682424793193625,1623,4.682424793193625,1623,5.121189714385282,1623,5.121189714385282,1623,0.5145542787774251,890,0.5145542787774251,890,4.581513996608041,1688,4.581513996608041,1688,5.381343570682483,552,5.381343570682483,552,4.318251568551511,1477,4.318251568551511,1477,4.412643218612539,1477,4.412643218612539,1477,0.4515196916391728,874,0.4515196916391728,874,3.005353727104687,1642,3.005353727104687,1642,2.9995784506963523,598,2.9995784506963523,598,2.976251329894721,541,2.976251329894721,541,3.197471576038943,1391,3.197471576038943,1391,0.38435058687570145,915,0.38435058687570145,915
inject,80,0.5796787686792303,1174.6029004578293,40.3133349742845,1282,5.5682024400290855,32.0,5.938055785246011,1282,5.938055785246011,1282,6.151504032128277,1282,6.151504032128277,1282,5.924630268246181,1282,5.924630268246181,1282,4.942868989919218,1282,4.942868989919218,1282,0.4384339342483483,1234,0.4384339342483483,1234,6.622269898006937,1282,6.622269898006937,1282,7.059970680678558,1282,7.059970680678558,1282,5.520389874026093,1282,5.520389874026093,1282,4.4042280211664995,1282,4.4042280211664995,1282,0.47779546158860503,1276,0.47779546158860503,1276,6.494708804922628,1281,6.494708804922628,1281,6.740841270021562,1281,6.740841270021562,1281,6.005947408044959,1282,6.005947408044959,1282,5.083821726390839,2023,5.083821726390839,2023,0.481567633585874,1185,0.481567633585874,1185,7.035678309170275,1281,7.035678309170275,1281,7.54762547093614,1281,7.54762547093614,1281,5.634455668501788,1282,5.634455668501788,1282,4.86923883587595,126,4.86923883587595,126,0.5404192596052044,1666,0.5404192596052044,1666,3.486750958411471,812,3.486750958411471,812,3.743490326076129,1406,3.743490326076129,1406,3.405378336965312,812,3.405378336965312,812,3.4574627499987374,1778,3.4574627499987374,1778,0.4745578178992857,1406,0.4745578178992857,1406
inject,720,0.12733717417626944,1426.2744969184544,43.0131837152246,1938,1.6989421995593197,32.0,3.9369004484891574,50,3.9369004484891574,50,4.75345574377983,2335,4.75345574377983,2335,4.130949268528353,50,4.130949268528353,50,3.7018264616512786,1302,3.7018264616512786,1302,0.34550388756949457,1006,0.34550388756949457,1006,4.586124809869822,511,4.586124809869822,511,4.717586146928605,2337,4.717586146928605,2337,4.243282896364199,52,4.243282896364199,52,3.745363311651398,1776,3.745363311651398,1776,0.4287150272920173,1770,0.4287150272920173,1770,5.686081345288316,509,5.686081345288316,509,5.575661250454068,509,5.575661250454068,509,5.312026797156806,50,5.312026797156806,50,4.91699435928451,1776,4.91699435928451,1776,0.48231600760557514,1393,0.48231600760557514,1393,4.792335950339207,506,4.792335950339207,506,5.061814609049885,1776,5.061814609049885,1776,4.389213374928521,1776,4.389213374928521,1776,4.936602262754479,1776,4.936602262754479,1776,0.5001736640022499,1744,0.5001736640022499,1744,3.881675702768549,1692,3.881675702768549,1692,4.722421149851745,1692,4.722421149851745,1692,3.8243008462993204,1692,3.8243008462993204,1692,3.542998946482947,1692,3.542998946482947,1692,0.516578939620391,1692,0.516578939620391,1692
inject,1188,0.3360133814686015,1784.6290750741127,35.37479461140357,748,7.601403562512292,33.0,5.9261213921195,1755,5.9261213921195,1755,6.872084103465667,748,6.872084103465667,748,6.2287000206500025,1755,6.2287000206500025,1755,5.6202700834934545,1755,5.6202700834934545,1755,0.5103445122755076,700,0.5103445122755076,700,6.455126292911199,748,6.455126292911199,748,8.100635794258784,748,8.100635794258784,748,5.637683970754845,748,5.637683970754845,748,5.025814704761482,1026,5.025814704761482,1026,0.5847486961088723,742,0.5847486961088723,742,6.109364347881583,1755,6.109364347881583,1755,7.094714210345462,748,7.094714210345462,748,6.289629926457609,1755,6.289629926457609,1755,5.713845022794348,1609,5.713845022794348,1609,0.6024973711296306,197,0.6024973711296306,197,6.6631574969164395,748,6.6631574969164395,748,8.38972856658933,748,8.38972856658933,748,5.77169405252331,748,5.77169405252331,748,5.091976720173249,1026,5.091976720173249,1026,0.6095058921627212,716,0.6095058921627212,716,4.756381141963835,1221,4.756381141963835,1221,5.424790324188006,1221,5.424790324188006,1221,4.836726641854129,1221,4.836726641854129,1221,4.369702455950904,1221,4.369702455950904,1221,0.6021193263715424,1221,0.6021193263715424,1221
inject,790,0.09157363415913922,557.1560353672858,44.76096189872341,1794,7.205347070132269,32.0,4.388700193543757,315,4.388700193543757,315,4.513192189491292,315,4.513192189491292,315,4.473547850907154,315,4.473547850907154,315,4.411444397929726,315,4.411444397929726,315,0.4385775242076017,267,0.4385775242076017,267,4.477573106531412,1992,4.477573106531412,1992,4.647443028577731,1992,4.647443028577731,1992,4.072445725134468,317,4.072445725134468,317,3.8564316941356767,317,3.8564316941356767,317,0.4538402723126215,311,0.4538402723126215,311,4.727519605387546,1991,4.727519605387546,1991,4.870656301063492,1991,4.870656301063492,1991,4.618581544580084,315,4.618581544580084,315,4.824933036267363,315,4.824933036267363,315,0.5052504557844325,221,0.5052504557844325,221,5.162358036968745,1991,5.162358036968745,1991,5.358306742451834,1991,5.358306742451834,1991,4.244514138217415,316,4.244514138217415,316,4.5591826710618895,1936,4.5591826710618895,1936,0.5267526837495753,1896,0.5267526837495753,1896,3.847807564393051,250,3.847807564393051,250,3.8939966648721707,250,3.8939966648721707,250,4.228698221962022,29,4.228698221962022,29,3.909930808285307,317,3.909930808285307,317,0.5746078063631741,29,0.5746078063631741,29
inject,759,0.1981224540502312,1095.6345355915646,35.258260174477094,1563,4.812990320380425,33.0,4.40276575431852,898,4.40276575431852,898,4.746900514465526,898,4.746900514465526,898,4.5089387773269,898,4.5089387773269,898,4.158236339084643,2008,4.158236339084643,2008,0.36146769656161093,1178,0.36146769656161093,1178,5.125089288395369,896,5.125089288395369,896,5.321480990252477,896,5.321480990252477,896,3.614775472548853,896,3.614775472548853,896,3.516529341427938,1226,3.516529341427938,1226,0.4883265063923441,2300,0.4883265063923441,2300,5.136957677047538,897,5.136957677047538,897,5.522696990418393,897,5.522696990418393,897,4.8028907962685645,898,4.8028907962685645,898,4.833654733475328,2305,4.833654733475328,2305,0.5633185600224313,2281,0.5633185600224313,2281,6.466901373077598,897,6.466901373077598,897,6.697234988491425,897,6.697234988491425,897,4.5909694221900095,897,4.5909694221900095,897,4.661531125763653,2361,4.661531125763653,2361,0.5644331233713461,2330,0.5644331233713461,2330,3.5878565932757356,2007,3.5878565932757356,2007,3.6044198500518205,2007,3.6044198500518205,2007,3.6120836829352028,2007,3.6120836829352028,2007,3.7345191889630702,221,3.7345191889630702,221,0.4180162370160061,1529,0.4180162370160061,1529
