kind,ref_idx,depth,objectRad,dist,center_frame,RickerDetector|Green|peak,RickerDetector|Green|frame,RickerDetector|joint|peak,RickerDetector|joint|frame,BoxDetector|Green|peak,BoxDetector|Green|frame,BoxDetector|joint|peak,BoxDetector|joint|frame,MultiWidthRickerDetector|Green|peak,MultiWidthRickerDetector|Green|frame,MultiWidthRickerDetector|joint|peak,MultiWidthRickerDetector|joint|frame,FresnelMatchedFilterDetector|Green|peak,FresnelMatchedFilterDetector|Green|frame,FresnelMatchedFilterDetector|joint|peak,FresnelMatchedFilterDetector|joint|frame,NormalizedSNRDetector|Green|peak,NormalizedSNRDetector|Green|frame,NormalizedSNRDetector|joint|peak,NormalizedSNRDetector|joint|frame
inject,62,0.32844012197982153,1175.7726237344916,42.49076774070346,1396,2.8130187538321176,1299,2.8130187538321176,1299,3.1122192062226137,1332,3.1122192062226137,1332,4.240514319254818,704,4.240514319254818,704,4.464859554357554,1317,4.464859554357554,1317,1.3416806853402399,2007,1.3416806853402399,2007
inject,862,0.7375409859913452,1615.0455881258083,37.5140693548273,1084,5.49695972969468,1069,5.49695972969468,1069,5.244570311303064,1070,5.244570311303064,1070,5.7243133045275885,1069,5.7243133045275885,1069,7.424182971945636,1068,7.424182971945636,1068,2.128756672027125,1070,2.128756672027125,1070
inject,251,0.03353244662590871,323.3543596480136,36.50836836524897,521,3.0743358894929402,2166,3.0743358894929402,2166,3.274296393072768,1183,3.274296393072768,1183,4.345442251495734,2050,4.345442251495734,2050,4.402080651878961,341,4.402080651878961,341,3.486346386589052,2165,3.486346386589052,2165
inject,809,0.09549546083296168,1123.6748762867846,44.9925202838554,1612,3.3148266102694315,714,3.3148266102694315,714,3.21411908503643,666,3.21411908503643,666,3.3361171708071633,1417,3.3361171708071633,1417,3.7553235262750744,1187,3.7553235262750744,1187,1.156686022633135,1785,1.156686022633135,1785
inject,995,0.34139853969518663,638.8166454819,36.48397446519399,539,4.054366865394118,1880,4.054366865394118,1880,3.7235523804604895,1882,3.7235523804604895,1882,4.314930853741504,2257,4.314930853741504,2257,5.212609715573369,1880,5.212609715573369,1880,2.447588620845402,2083,2.447588620845402,2083
inject,70,0.10655673232124807,837.2084757924094,37.62096295134435,1899,3.8439819811216007,885,3.8439819811216007,885,3.7904384092396874,887,3.7904384092396874,887,3.985041652747455,2135,3.985041652747455,2135,5.40363745403128,1296,5.40363745403128,1296,1.4815782966807105,2135,1.4815782966807105,2135
inject,177,0.11528345781925542,1542.2001929592848,38.5228847143894,783,3.394950480510337,42,3.394950480510337,42,2.8413910425267206,1294,2.8413910425267206,1294,4.762131814141329,1884,4.762131814141329,1884,5.199213861737948,1514,5.199213861737948,1514,5.593796693579075,1884,5.593796693579075,1884
inject,390,0.046379325586385245,693.3333735130674,39.761495021450976,832,3.424604342157295,2078,3.424604342157295,2078,3.2968088926087296,419,3.2968088926087296,419,4.249024693812913,88,4.249024693812913,88,4.512751679284824,2091,4.512751679284824,2091,0.7289361934532755,1185,0.7289361934532755,1185
inject,732,0.04640052560933394,1265.9130412329444,39.42688196818362,1528,3.5991245847101188,2169,3.5991245847101188,2169,4.519445027512372,2168,4.519445027512372,2168,4.301945690303477,2167,4.301945690303477,2167,5.976219126515106,2167,5.976219126515106,2167,1.013980970469523,762,1.013980970469523,762
inject,1214,0.02631773494526013,429.94633556096886,38.01346535405611,481,3.894984148055597,886,3.894984148055597,886,4.027810504868719,887,4.027810504868719,887,4.520072011321007,2176,4.520072011321007,2176,4.367100869675847,2349,4.367100869675847,2349,1.218720605462691,2379,1.218720605462691,2379
inject,607,0.5795876303071313,1104.446751360567,33.247924510152366,961,3.3715801519736157,1642,3.3715801519736157,1642,3.76160060551127,1339,3.76160060551127,1339,4.01558777200849,950,4.01558777200849,950,4.720097023182465,951,4.720097023182465,951,1.557023734534009,970,1.557023734534009,970
inject,583,0.18494651910432203,1009.1981227267044,35.7879741189108,2010,3.1175239484263733,1154,3.1175239484263733,1154,3.7320175979861743,1896,3.7320175979861743,1896,4.245657056071158,2285,4.245657056071158,2285,5.2002112796211675,1102,5.2002112796211675,1102,27.52194756695393,1510,27.52194756695393,1510
inject,376,0.17392350010499658,1289.2343843589717,41.038853998469634,410,3.2318727857069653,2075,3.2318727857069653,2075,3.591482694616561,2074,3.591482694616561,2074,3.8517345090087276,2314,3.8517345090087276,2314,4.515647090000274,1850,4.515647090000274,1850,7.5727335252079255,2074,7.5727335252079255,2074
inject,656,0.050959003298088,849.1912782798904,43.913382141989445,409,2.4982108533399052,1291,2.4982108533399052,1291,2.764183242404893,278,2.764183242404893,278,3.690389021773127,305,3.690389021773127,305,4.577909673966348,304,4.577909673966348,304,1.3921921877601047,419,1.3921921877601047,419
inject,408,0.09760540191740641,1124.7161986723886,40.63053392148576,1683,3.177865055499452,2285,3.177865055499452,2285,3.9049029202224665,0,3.9049029202224665,0,4.054955918160465,79,4.054955918160465,79,3.909991889806273,1907,3.909991889806273,1907,37506676.34599047,1421,37506676.34599047,1421
inject,805,0.22448412069809642,1525.9818363986315,40.14906694866869,261,3.0974249757648975,314,3.0974249757648975,314,3.3946578189482093,2028,3.3946578189482093,2028,4.662843990421438,1525,4.662843990421438,1525,4.256894214925159,2197,4.256894214925159,2197,1.8600667189568794,1884,1.8600667189568794,1884
inject,525,0.7071165768756134,1437.6463280460873,30.098977856710572,468,7.048841021389038,431,7.048841021389038,431,7.80758013940753,431,7.80758013940753,431,8.164557221148296,431,8.164557221148296,431,12.128513873511945,431,12.128513873511945,431,1.5959711030094228,432,1.5959711030094228,432
inject,1199,0.14328599073972514,1025.8279268678084,39.35425865435013,475,3.566598387677498,2171,3.566598387677498,2171,3.5349649557845932,2169,3.5349649557845932,2169,3.9505699475301967,420,3.9505699475301967,420,5.157250547193514,2161,5.157250547193514,2161,2.252388853207767,420,2.252388853207767,420
inject,942,0.6906178657144673,1573.129735630427,40.03092194643082,523,3.6592501469186947,512,3.6592501469186947,512,3.836454130627551,511,3.836454130627551,511,4.926983499254243,511,4.926983499254243,511,6.2214854809243425,511,6.2214854809243425,511,1.401566982107346,1327,1.401566982107346,1327
inject,514,0.03187228574367196,578.7025104533042,40.33952605395276,1674,3.2251355379482955,2360,3.2251355379482955,2360,3.6006294828696452,1851,3.6006294828696452,1851,3.4361123910095555,639,3.4361123910095555,639,4.095134388055569,319,4.095134388055569,319,0.9625404185762518,979,0.9625404185762518,979
inject,69,0.829129829850783,1894.6447433842668,30.378491341569518,769,6.424975672817753,752,6.424975672817753,752,6.486985427719505,752,6.486985427719505,752,6.517318544232248,752,6.517318544232248,752,9.171087446990104,752,9.171087446990104,752,2.1893741936557,753,2.1893741936557,753
inject,285,0.2789187227245138,1089.4381934199127,33.338000081582756,1249,4.27964922178512,286,4.27964922178512,286,3.3244635175372474,287,3.3244635175372474,287,4.453298696053737,286,4.453298696053737,286,5.659425841477281,287,5.659425841477281,287,1.4708350790131102,2355,1.4708350790131102,2355
inject,499,0.1027121345423262,1066.7806895923563,43.152266048994136,1781,2.712435885359356,1102,2.712435885359356,1102,3.640301549160571,439,3.640301549160571,439,3.4662896020586755,2079,3.4662896020586755,2079,4.323451313142866,616,4.323451313142866,616,33.99868579224615,141,33.99868579224615,141
inject,1220,0.10125689208251087,940.4002880611605,37.41298808823052,850,2.813093771624228,2359,2.813093771624228,2359,2.872041531266825,1710,2.872041531266825,1710,4.3778463862518775,1543,4.3778463862518775,1543,4.128358309190023,586,4.128358309190023,586,0.78176291153349,1543,0.78176291153349,1543
inject,465,0.8186325000745551,1811.3787000437965,31.132785533416463,1866,3.669647373146241,1829,3.669647373146241,1829,4.252410310866709,1830,4.252410310866709,1830,3.9961289059868084,1830,3.9961289059868084,1830,4.716741847041179,2133,4.716741847041179,2133,9.08268489067208,697,9.08268489067208,697
inject,549,0.17753641186598945,421.39461499092073,41.71957897842452,2092,3.249144019531132,2189,3.249144019531132,2189,3.433897226167039,2191,3.433897226167039,2191,4.623137440351569,2280,4.623137440351569,2280,4.871335275562391,223,4.871335275562391,223,1.6578707864500917,2280,1.6578707864500917,2280
inject,555,0.05032064330473729,714.073250513648,34.415456362858194,973,3.5580452724240224,1454,3.5580452724240224,1454,3.4553609812352333,727,3.4553609812352333,727,3.6294680734890448,1455,3.6294680734890448,1455,5.085585247918384,1364,5.085585247918384,1364,11.662866985517166,1018,11.662866985517166,1018
inject,1025,0.04378710638255834,351.9045216920444,30.991653878598292,2054,3.2403589672301734,1545,3.2403589672301734,1545,3.381019034836695,875,3.381019034836695,875,3.7558698782763247,1222,3.7558698782763247,1222,3.4817442246010764,1648,3.4817442246010764,1648,1.8265840024914937,2286,1.8265840024914937,2286
inject,549,0.39786732387687085,1652.1224305292217,34.97720877987756,1344,3.200937553575967,2189,3.200937553575967,2189,3.423031387260457,2191,3.423031387260457,2191,4.622020465711987,2280,4.622020465711987,2280,4.795933187767371,223,4.795933187767371,223,1.6568748516647989,2280,1.6568748516647989,2280
inject,679,0.02183745319955066,448.6566996984707,41.05751251709131,533,3.59156923866991,527,3.59156923866991,527,3.467855706900343,2328,3.467855706900343,2328,3.6096212610389293,527,3.6096212610389293,527,4.726144037415821,1294,4.726144037415821,1294,20.080071229095267,475,20.080071229095267,475
inject,1226,0.09969678826952155,683.6176008734126,36.80285833531403,541,3.5124974176692287,130,3.5124974176692287,130,3.3706330269406672,129,3.3706330269406672,129,4.196586716014293,129,4.196586716014293,129,5.197466899977905,129,5.197466899977905,129,4.471307854782159,1996,4.471307854782159,1996
inject,378,0.08110118488645168,1040.2482980450372,44.74145917791248,1685,2.683216546697382,1301,2.683216546697382,1301,3.362399841711895,1120,3.362399841711895,1120,5.229950993283933,504,5.229950993283933,504,4.1172011434319895,1302,4.1172011434319895,1302,2.7081036101952023,504,2.7081036101952023,504
inject,1105,0.08171801861798877,977.4133527343505,37.48513961984752,1613,3.2930058500337838,2242,3.2930058500337838,2242,4.188185387909731,1341,4.188185387909731,1341,3.6244160081584407,1304,3.6244160081584407,1304,4.6652947559897076,891,4.6652947559897076,891,1.3918081373492042,994,1.3918081373492042,994
inject,1109,0.13923041119831436,1315.4875600805653,42.87665140949267,1316,3.1515111747199382,1302,3.1515111747199382,1302,3.159158670631297,104,3.159158670631297,104,3.8288458342327574,2299,3.8288458342327574,2299,4.737612703544275,2298,4.737612703544275,2298,0.918559378772921,101,0.918559378772921,101
inject,350,0.1302302053250053,1518.2333173448567,43.68157891476023,2066,3.6496478775407994,978,3.6496478775407994,978,5.09036703479897,979,5.09036703479897,979,4.215412106544361,979,4.215412106544361,979,6.0099868014854385,979,6.0099868014854385,979,49801033.33762792,500,49801033.33762792,500
inject,155,0.6928505948217051,1347.610975504987,34.06810024142949,486,3.213775894337837,1229,3.213775894337837,1229,3.386103925349468,720,3.386103925349468,720,3.2552709892767484,1229,3.2552709892767484,1229,4.077953862527501,60,4.077953862527501,60,26.681385118491743,2342,26.681385118491743,2342
inject,856,0.039011879402001015,525.76786600929,37.75252405146052,1872,2.691351530044994,1790,2.691351530044994,1790,3.0698129868224617,1003,3.0698129868224617,1003,3.2005151058159846,154,3.2005151058159846,154,3.9977408665541905,150,3.9977408665541905,150,1.077495751056028,119,1.077495751056028,119
inject,911,0.07996097224773946,1262.3765901849915,44.673721710293215,1637,3.886696818858903,918,3.886696818858903,918,3.8938281941269333,707,3.8938281941269333,707,5.385748080876676,222,5.385748080876676,222,4.620466866339333,1294,4.620466866339333,1294,1.0786738128874926,708,1.0786738128874926,708
inject,927,0.2914499935910103,1629.537802743597,34.075785035297386,596,3.532613838079762,1705,3.532613838079762,1705,3.806309281777889,1704,3.806309281777889,1704,3.534400021499864,1704,3.534400021499864,1704,4.168574164796412,1706,4.168574164796412,1706,1.6860885558811263,2313,1.6860885558811263,2313
inject,656,0.3013334159893557,1977.9566840519278,42.260852146168595,315,2.4983765191528553,1291,2.4983765191528553,1291,2.653730327265635,417,2.653730327265635,417,3.507694020612192,531,3.507694020612192,531,4.2145690890882825,298,4.2145690890882825,298,1.3931481201713192,419,1.3931481201713192,419
inject,975,0.012868954317426073,1613.4477956513763,41.36043018535683,719,3.119802216207675,2175,3.119802216207675,2175,3.5362251656306105,591,3.5362251656306105,591,4.087428260394054,522,4.087428260394054,522,4.546771233411912,857,4.546771233411912,857,1.6287343934947847,2386,1.6287343934947847,2386
inject,1124,0.1647315071387503,854.0017938165553,41.01454316323361,1142,3.3410342684069523,1129,3.3410342684069523,1129,3.405130085070385,699,3.405130085070385,699,3.5573957573144077,1128,3.5573957573144077,1128,4.236802644202321,1967,4.236802644202321,1967,1.9444285767239375,1720,1.9444285767239375,1720
inject,262,0.036856754784855505,1862.6229817044268,34.347617247240564,2133,2.878224374613422,129,2.878224374613422,129,3.1670686612741585,130,3.1670686612741585,130,3.4933666945854287,135,3.4933666945854287,135,3.8995171076666946,988,3.8995171076666946,988,6.430971868327629,731,6.430971868327629,731
inject,330,0.21959717598009754,634.6672950928951,34.435308704965486,1721,3.090159423787909,1595,3.090159423787909,1595,3.41768427651749,2089,3.41768427651749,2089,3.5752583772435926,2333,3.5752583772435926,2333,4.6080249483443785,1067,4.6080249483443785,1067,1.3713906901654276,2252,1.3713906901654276,2252
inject,275,0.3729592155484037,651.9487093655823,39.15164264825963,1374,3.653174447864734,972,3.653174447864734,972,4.045686376724803,972,4.045686376724803,972,3.850740317473471,972,3.850740317473471,972,4.620143209194214,2078,4.620143209194214,2078,65307807.5944882,674,65307807.5944882,674
inject,596,0.1097102181575883,320.2465551797303,43.94861285495517,921,3.8278340125922887,1751,3.8278340125922887,1751,4.039497682160389,1717,4.039497682160389,1717,3.9882935068073673,1751,3.9882935068073673,1751,4.326002625988732,1752,4.326002625988732,1752,1.7716669727067889,593,1.7716669727067889,593
inject,203,0.06474782883169317,898.0928595516647,36.46699284306896,2036,4.119665445367913,970,4.119665445367913,970,3.99142574491918,1020,3.99142574491918,1020,4.173279677559124,970,4.173279677559124,970,5.382843525120184,970,5.382843525120184,970,2.292630876855952,2363,2.292630876855952,2363
inject,209,0.6313465928949233,1418.5700702064303,40.74907381073214,408,3.3445880433652966,2349,3.3445880433652966,2349,3.5262511651962485,1853,3.5262511651962485,1853,3.907786908024774,388,3.907786908024774,388,4.6615763601335765,2337,4.6615763601335765,2337,3.7109222268937114,995,3.7109222268937114,995
inject,1102,0.3532202241505855,1992.0096657593638,42.87652988331281,1083,3.0095798812725465,1429,3.0095798812725465,1429,3.46737221742124,695,3.46737221742124,695,3.3542304531532916,547,3.3542304531532916,547,3.923170421043112,1801,3.923170421043112,1801,7.8473136453229,305,7.8473136453229,305
inject,664,0.06450402408144018,428.1608557803911,35.692297750532354,1691,2.778439866938347,1594,2.778439866938347,1594,3.1676575203871797,2011,3.1676575203871797,2011,4.151796368454207,1152,4.151796368454207,1152,4.3233558468860664,886,4.3233558468860664,886,0.9805874242270715,2304,0.9805874242270715,2304
inject,36,0.476968592377884,1098.4210413933142,44.88251829803842,594,3.2410981859779966,53,3.2410981859779966,53,3.7114741519078054,57,3.7114741519078054,57,3.7901310449063406,109,3.7901310449063406,109,5.37286211659682,2245,5.37286211659682,2245,6.525711858932988,1184,6.525711858932988,1184
inject,1028,0.12453868072144902,1777.6293163919586,36.57457557449211,1020,2.800389106138167,2211,2.800389106138167,2211,3.397692351889542,995,3.397692351889542,995,3.653475620545377,380,3.653475620545377,380,3.740392270131292,1743,3.740392270131292,1743,4.7242408835350505,380,4.7242408835350505,380
inject,243,0.7815090148524917,1700.1435540467717,39.66300777004912,729,4.2200346608002945,710,4.2200346608002945,710,5.53248974335362,711,5.53248974335362,711,5.0370035693254085,711,5.0370035693254085,711,6.678524617789881,711,6.678524617789881,711,3.1442163045169655,712,3.1442163045169655,712
inject,216,0.1635642687031773,985.765613913299,42.304616915414336,1976,3.147062561507421,1400,3.147062561507421,1400,2.9342955000822215,2051,2.9342955000822215,2051,3.7601675684527422,1800,3.7601675684527422,1800,5.505303075640368,445,5.505303075640368,445,1.1081692927604878,1214,1.1081692927604878,1214
inject,4,0.5027915292906451,1614.0637996238804,30.23119764181743,592,3.8181713205575596,594,3.8181713205575596,594,4.5466638002131985,593,4.5466638002131985,593,4.42120806605516,592,4.42120806605516,592,6.068825085961585,592,6.068825085961585,592,1.110919507257953,592,1.110919507257953,592
inject,854,0.6521939449556942,1233.4358964305043,34.40112385350425,1160,3.445133435605362,1150,3.445133435605362,1150,3.7731908639171183,1150,3.7731908639171183,1150,4.064430297147688,1150,4.064430297147688,1150,4.539685755397647,236,4.539685755397647,236,1.5983060652502252,708,1.5983060652502252,708
inject,80,0.04944327324971309,1579.500783521223,37.43433408671777,1973,3.4151028776894417,348,3.4151028776894417,348,3.258428639698636,1541,3.258428639698636,1541,3.5589317926970194,1160,3.5589317926970194,1160,4.993146514864606,349,4.993146514864606,349,1.12035925769972,629,1.12035925769972,629
inject,390,0.11213371750737866,855.3156032268591,42.84857536415967,1707,3.384906951563952,2078,3.384906951563952,2078,3.2736882354555883,419,3.2736882354555883,419,4.209651173609398,88,4.209651173609398,88,4.465465295504731,2091,4.465465295504731,2091,0.7288285049774026,1185,0.7288285049774026,1185
inject,1156,0.18324581767764947,727.3097212354987,33.146698051304234,1443,3.186291583857157,365,3.186291583857157,365,2.845092279123719,979,2.845092279123719,979,3.8581658262417404,1518,3.8581658262417404,1518,5.60236675364527,71,5.60236675364527,71,45579709.703592785,744,45579709.703592785,744
inject,675,0.21863680865796387,1800.0573253785115,38.24352607544226,1932,3.4289593508200507,1907,3.4289593508200507,1907,4.213158423476414,1911,4.213158423476414,1911,4.393774201498068,1910,4.393774201498068,1910,5.807267049480981,1905,5.807267049480981,1905,0.7738473428516529,1909,0.7738473428516529,1909
inject,468,0.5567799193538816,1599.0714887825745,33.64723258922177,1833,4.121031017798393,972,4.121031017798393,972,3.435140009389643,2398,3.435140009389643,2398,4.1338912163186015,972,4.1338912163186015,972,5.728542523218065,974,5.728542523218065,974,20.528811971088317,1280,20.528811971088317,1280
inject,1094,0.35110996991596854,1761.7407968294049,38.00628140992857,1948,3.9641545800177282,1910,3.9641545800177282,1910,3.8446282400778857,1912,3.8446282400778857,1912,4.08839683866833,1910,4.08839683866833,1910,4.347424758187094,1910,4.347424758187094,1910,1.0426255128528021,2315,1.0426255128528021,2315
inject,834,0.33994411208205266,1732.1208923785705,38.659778778672404,1545,3.6709630881009447,142,3.6709630881009447,142,3.9947772600587594,1613,3.9947772600587594,1613,4.0817118020199015,1613,4.0817118020199015,1613,4.43748174920547,1613,4.43748174920547,1613,5.301351980577888,996,5.301351980577888,996
inject,1073,0.7318072575400604,1731.2569616776882,37.57334345637269,946,7.404484570041419,909,7.404484570041419,909,7.617478612647413,910,7.617478612647413,910,7.47220830917791,909,7.47220830917791,909,9.744044596506159,909,9.744044596506159,909,1.491669848054683,910,1.491669848054683,910
inject,1120,0.3823239293705487,1750.6267540701708,32.69183290830686,1252,3.2270221860681154,216,3.2270221860681154,216,3.0575830103509087,218,3.0575830103509087,218,3.896859366595458,1590,3.896859366595458,1590,4.303047724159574,1616,4.303047724159574,1616,32.21620372389734,130,32.21620372389734,130
inject,324,0.1412328540929626,1236.0333980996306,43.824270282935686,2036,3.5065180371616407,968,3.5065180371616407,968,4.340522986780345,968,4.340522986780345,968,4.554085487011542,1477,4.554085487011542,1477,4.263753300958174,967,4.263753300958174,967,1.446213342443463,1158,1.446213342443463,1158
inject,517,0.03559940017970309,595.4408218367348,35.793064434904124,1296,3.4088844390535478,1730,3.4088844390535478,1730,3.9972399407179537,965,3.9972399407179537,965,3.641723160491663,1411,3.641723160491663,1411,4.176466454756943,192,4.176466454756943,192,2.4107044579838752,198,2.4107044579838752,198
inject,918,0.2625660265245803,803.4716083784583,36.43410087878683,1976,3.085270307724495,1949,3.085270307724495,1949,3.7578250251635326,1950,3.7578250251635326,1950,4.1497783139002555,1600,4.1497783139002555,1600,5.0999882750982115,1581,5.0999882750982115,1581,2.163295856976345,1080,2.163295856976345,1080
inject,1207,0.08187628480598297,348.08615639598145,35.09716732345762,1388,4.034313732727555,1561,4.034313732727555,1561,4.686057092975941,1394,4.686057092975941,1394,5.143883264644996,268,5.143883264644996,268,5.2719998820407366,268,5.2719998820407366,268,1.4401333525438602,1395,1.4401333525438602,1395
inject,1045,0.13449877797673127,711.5604836461544,42.0598773158852,426,3.9090278212042,360,3.9090278212042,360,3.1448738466777773,2206,3.1448738466777773,2206,4.584442769277016,361,4.584442769277016,361,5.574510783938862,374,5.574510783938862,374,1.888399275112564,2052,1.888399275112564,2052
inject,254,0.30124459352507926,1500.383977932919,38.181849354856716,776,3.345511425939714,598,3.345511425939714,598,3.2286243591647086,996,3.2286243591647086,996,4.030700568326305,1670,4.030700568326305,1670,3.987557433724599,996,3.987557433724599,996,1.4050750477872918,1670,1.4050750477872918,1670
inject,1123,0.09879641034553488,799.499889459526,40.208439146543974,558,3.3559178809111523,1589,3.3559178809111523,1589,3.715933407107351,1,3.715933407107351,1,3.9875106429096014,829,3.9875106429096014,829,5.289402655652459,395,5.289402655652459,395,3.772589160989646,706,3.772589160989646,706
inject,1150,0.05440353276424492,480.011144306103,42.83026740393171,401,3.7724932382007133,2022,3.7724932382007133,2022,3.8063121209813793,698,3.8063121209813793,698,4.430227942780175,2022,4.430227942780175,2022,5.290846357352515,2023,5.290846357352515,2023,1.4264523599640722,362,1.4264523599640722,362
inject,690,0.03137999860956331,430.8094090875188,41.546853395496214,1440,3.7122462632508575,42,3.7122462632508575,42,3.586390481615201,44,3.586390481615201,44,4.958208021909775,1638,4.958208021909775,1638,4.290877195253133,41,4.290877195253133,41,0.871272811152736,1808,0.871272811152736,1808
inject,1234,0.16755088381469874,1441.8793484132657,35.565041260434555,1184,2.755200986052892,1057,2.755200986052892,1057,3.158136912136905,1630,3.158136912136905,1630,3.693864542414536,2254,3.693864542414536,2254,4.015956849268878,380,4.015956849268878,380,23.44660597229202,699,23.44660597229202,699
inject,361,0.5335060955664538,1203.2012173310932,42.29530354004959,1659,3.0728358136760368,2074,3.0728358136760368,2074,4.463889681973867,1629,4.463889681973867,1629,3.532549734037587,1892,3.532549734037587,1892,4.0706172222419434,2074,4.0706172222419434,2074,7.745695711264859,1628,7.745695711264859,1628
inject,1181,0.1214281047612018,1700.2120295282668,40.21592400709223,578,3.035768745976468,1756,3.035768745976468,1756,3.4929028097747956,1756,3.4929028097747956,1756,4.299400442906706,429,4.299400442906706,429,4.12810760376335,1801,4.12810760376335,1801,5.541650323355739,942,5.541650323355739,942
inject,886,0.33221023914432524,1612.012870831825,40.67832446287615,1308,3.0700225384056634,2063,3.0700225384056634,2063,3.1889006401088835,617,3.1889006401088835,617,3.900067378382463,682,3.900067378382463,682,5.425107433301816,1834,5.425107433301816,1834,1.5358804907035566,1017,1.5358804907035566,1017
inject,124,0.06648060471243444,924.4123838291969,43.66137495575143,1550,3.0304298920888866,1033,3.0304298920888866,1033,4.363281629652067,979,4.363281629652067,979,3.8895889815688744,555,3.8895889815688744,555,4.025486734192121,104,4.025486734192121,104,37.549200144548834,2104,37.549200144548834,2104
inject,307,0.5246963237544465,1643.217264522344,34.122112438270264,802,3.414025192197845,1300,3.414025192197845,1300,3.406197057198228,1686,3.406197057198228,1686,3.6183480680751345,566,3.6183480680751345,566,4.888874183395686,1300,4.888874183395686,1300,2.318906804653252,1120,2.318906804653252,1120
inject,772,0.1889383335483995,886.2336719225077,38.39659978451323,1468,3.1916149610417124,2308,3.1916149610417124,2308,3.689464913173859,40,3.689464913173859,40,4.145322848406039,890,4.145322848406039,890,4.838603605816924,2308,4.838603605816924,2308,1.236400119238759,2271,1.236400119238759,2271
inject,933,0.7473666587077936,951.6429741313144,32.4729557628973,398,3.550508620269016,829,3.550508620269016,829,3.996340245264561,389,3.996340245264561,389,5.234565938291713,388,5.234565938291713,388,6.245507269118683,388,6.245507269118683,388,2.0809298442559188,387,2.0809298442559188,387
inject,985,0.17235496096557745,1041.0607114558738,39.02692073454677,1192,3.0768382277161517,884,3.0768382277161517,884,3.8960500978857304,961,3.8960500978857304,961,4.093486391898919,1484,4.093486391898919,1484,4.335832691313243,37,4.335832691313243,37,2.154826037157898,1449,2.154826037157898,1449
inject,622,0.2469378844558312,752.8784593465945,30.993177723071444,343,2.902452273900273,972,2.902452273900273,972,3.336016183481798,973,3.336016183481798,973,3.2889425796596985,2000,3.2889425796596985,2000,6.008022053388255,2013,6.008022053388255,2013,4.738202540776462,970,4.738202540776462,970
inject,948,0.3472644749088416,1858.4150604026784,32.23100838705935,391,2.662391245594712,518,2.662391245594712,518,3.546792728447753,2167,3.546792728447753,2167,3.6933302641959327,2292,3.6933302641959327,2292,4.352323726950957,2286,4.352323726950957,2286,21.97640438331957,88,21.97640438331957,88
inject,1169,0.14349087366723468,1257.4467928943322,31.05584571180269,1628,3.2785929418642197,2134,3.2785929418642197,2134,3.7163059673679393,1808,3.7163059673679393,1808,3.580697992012923,1924,3.580697992012923,1924,3.671159451953788,2134,3.671159451953788,2134,41.18418339231099,238,41.18418339231099,238
inject,1078,0.08800702322548293,492.4738059131769,37.83368899365448,506,3.215985048275205,319,3.215985048275205,319,3.1530360082576956,1994,3.1530360082576956,1994,3.98285181643144,1403,3.98285181643144,1403,5.689379624399394,921,5.689379624399394,921,1.5683430247896288,862,1.5683430247896288,862
inject,676,0.5801402655293255,1157.1482364057415,35.68721518049803,1916,4.755352172398025,1909,4.755352172398025,1909,6.466789359943249,1909,6.466789359943249,1909,5.296531983539761,1909,5.296531983539761,1909,7.032205687322922,1909,7.032205687322922,1909,1.5369396137192304,2363,1.5369396137192304,2363
inject,602,0.6984810680653715,1049.9057508844674,30.611434909629217,1760,3.159612485286808,2208,3.159612485286808,2208,3.2787322685912974,1751,3.2787322685912974,1751,4.417261501493489,951,4.417261501493489,951,4.209114886286358,2114,4.209114886286358,2114,2.904292538141097,485,2.904292538141097,485
inject,735,0.6524584123489927,1304.2150442382786,39.931913849373615,1549,2.5674141272227153,627,2.5674141272227153,627,2.6750970956842446,1125,2.6750970956842446,1125,3.717781003913673,446,3.717781003913673,446,3.997294915502791,445,3.997294915502791,445,49.33699810438904,265,49.33699810438904,265
inject,683,0.16985847873238102,1145.180440623511,33.65492081824409,1220,2.9329068102453686,2073,2.9329068102453686,2073,3.4083148296608545,419,3.4083148296608545,419,3.543836087208475,419,3.543836087208475,419,5.128431430314823,2082,5.128431430314823,2082,32149852.70934495,1069,32149852.70934495,1069
inject,787,0.06036764655820914,1901.297295984321,31.677860196018376,754,3.798380365177689,2005,3.798380365177689,2005,4.021474621184615,2005,4.021474621184615,2005,4.14719846872364,1920,4.14719846872364,1920,4.961680970790133,2005,4.961680970790133,2005,0.8059945218641611,2380,0.8059945218641611,2380
inject,582,0.0731411007400058,895.1784996791882,43.98719239588179,1903,3.427391024633244,2228,3.427391024633244,2228,2.8831817450976214,1519,2.8831817450976214,1519,3.8743440308802337,617,3.8743440308802337,617,4.050400551601679,96,4.050400551601679,96,18.109366494566075,401,18.109366494566075,401
inject,591,0.14408975500335797,1077.0773727789929,31.89258292628442,1879,2.9546343855711132,290,2.9546343855711132,290,3.309232695939991,1469,3.309232695939991,1469,4.185225751441116,1092,4.185225751441116,1092,5.116625470854431,289,5.116625470854431,289,1.349575827457602,312,1.349575827457602,312
inject,711,0.5709113028979459,1182.237190276377,41.15386137768264,1895,4.3257629547436895,1870,4.3257629547436895,1870,4.267587752577024,1871,4.267587752577024,1871,5.452326037421843,1870,5.452326037421843,1870,7.212574980537006,1870,7.212574980537006,1870,1.3179205010089117,1869,1.3179205010089117,1869
